index,frame_id,id,x,y,w,h,tl_x,br_x,tl_y,br_y
0,636,1,542.0987,301.657,27.8871,91.895,528,556,255,347
1,636,2,127.6587,176.6441,27.035,70.3691,114,141,141,211
2,636,3,653.1265,266.8356,29.5393,89.4183,638,667,222,311
3,636,4,360.3899,457.0946,54.5179,142.6107,333,387,385,528
4,636,5,402.4223,198.4207,27.6965,73.3296,388,416,161,235
5,636,6,162.4471,199.2574,25.1314,68.3637,149,175,165,233
0,637,1,536.8023,299.2333,27.7288,91.3474,522,550,253,344
1,637,2,128.2125,176.9608,26.985,70.4347,114,141,141,212
2,637,3,654.9316,264.2296,29.3632,88.7761,640,669,219,308
3,637,4,359.8194,455.6981,54.33,142.1276,332,386,384,526
4,637,5,397.6141,197.986,27.6427,73.2499,383,411,161,234
5,637,6,167.7011,198.5864,25.102,68.3056,155,180,164,232
0,638,1,531.515,296.8187,27.57,90.8,517,545,251,342
1,638,2,128.7851,177.2803,26.935,70.5,115,142,142,212
2,638,3,656.0319,261.87,29.2045,88.2532,641,670,217,305
3,638,4,360.1162,454.7005,54.1421,141.8179,333,387,383,525
4,638,5,392.8015,197.5746,27.5953,73.1808,379,406,160,234
5,638,6,172.8362,197.9332,25.0503,68.2526,160,185,163,232
0,639,1,526.2277,294.4034,27.4112,90.2526,512,539,249,339
1,639,2,129.3576,177.6002,26.885,70.5653,115,142,142,212
2,639,3,656.6143,259.6916,29.0584,87.8181,642,671,215,303
3,639,4,361.0218,453.9843,53.9542,141.6308,334,387,383,524
4,639,5,387.9872,197.1697,27.5501,73.115,374,401,160,233
5,639,6,177.8528,197.2975,24.9764,68.205,165,190,163,231
0,640,1,520.9621,291.9888,27.2581,89.7055,507,534,247,336
1,640,2,129.9303,177.9205,26.835,70.6309,116,143,142,213
2,640,3,656.9168,257.6116,28.9189,87.4305,642,671,213,301
3,640,4,362.1735,453.3852,53.7672,141.4953,335,389,382,524
4,640,5,383.1725,196.7646,27.505,73.0492,369,396,160,233
5,640,6,182.7828,196.6744,24.8863,68.1614,170,195,162,230
0,641,1,515.7711,289.5786,27.1237,89.16,502,529,244,334
1,641,2,130.5318,178.2422,26.7851,70.6969,117,143,142,213
2,641,3,657.1084,255.5708,28.7819,87.0616,642,671,212,299
3,641,4,363.215,452.744,53.584,141.3428,336,390,382,523
4,641,5,378.3577,196.3593,27.4599,72.9831,364,392,159,232
5,641,6,187.6666,196.0585,24.7873,68.1199,175,200,161,230
0,642,1,510.7696,287.1801,27.0352,88.6185,497,524,242,331
1,642,2,131.2311,178.5679,26.7354,70.7631,117,144,143,213
2,642,3,657.2679,253.5411,28.6458,86.698,642,671,210,296
3,642,4,363.8385,451.9264,53.4084,141.1158,337,390,381,522
4,642,5,373.5432,195.9543,27.4147,72.9169,359,387,159,232
5,642,6,192.5325,195.4456,24.685,68.0787,180,204,161,229
0,643,1,506.1196,284.8027,27.031,88.0842,492,519,240,328
1,643,2,132.1764,178.9038,26.6863,70.8292,118,145,143,214
2,643,3,657.4276,251.5108,28.51,86.3342,643,671,208,294
3,643,4,363.8381,450.8438,53.2434,140.7767,337,390,380,521
4,643,5,368.7287,195.5496,27.3691,72.8508,355,382,159,231
5,643,6,197.393,194.834,24.5817,68.0371,185,209,160,228
0,644,1,501.9481,282.4531,27.142,87.5591,488,515,238,326
1,644,2,133.5776,179.2586,26.6379,70.895,120,146,143,214
2,644,3,657.5871,249.4797,28.3742,85.97,643,671,206,292
3,644,4,363.2134,449.4966,53.0891,140.3259,336,389,379,519
4,644,5,363.9138,195.1447,27.3231,72.785,350,377,158,231
5,644,6,202.253,194.2226,24.4783,67.995,190,214,160,228
0,645,1,498.2555,280.1311,27.3684,87.0432,484,511,236,323
1,645,2,135.5999,179.6391,26.59,70.9608,122,148,144,215
2,645,3,657.7464,247.4483,28.238,85.6058,643,671,204,290
3,645,4,362.1299,447.9555,52.9427,139.7936,335,388,378,517
4,645,5,359.0994,194.7357,27.2765,72.7168,345,372,158,231
5,645,6,207.1125,193.6113,24.375,67.9529,194,219,159,227
0,646,1,494.9345,277.8294,27.68,86.534,481,508,234,321
1,646,2,138.2433,180.0453,26.5421,71.0269,124,151,144,215
2,646,3,657.8823,245.4194,28.1047,85.2432,643,671,202,288
3,646,4,360.7989,446.3107,52.8005,139.2178,334,387,376,515
4,646,5,354.2903,194.3199,27.2288,72.6403,340,367,157,230
5,646,6,211.972,193.0002,24.2717,67.9113,199,224,159,226
0,647,1,491.8716,275.5386,28.0381,86.0285,477,505,232,318
1,647,2,141.3431,180.4708,26.4937,71.0931,128,154,144,216
2,647,3,657.9373,243.3988,27.9821,84.8848,643,671,200,285
3,647,4,359.3699,444.6254,52.66,138.625,333,385,375,513
4,647,5,349.4961,193.8938,27.1781,72.5433,335,363,157,230
5,647,6,216.832,192.3889,24.1683,67.8704,204,228,158,226
0,648,1,489.0557,273.2521,28.415,85.5242,474,503,230,316
1,648,2,144.6888,180.907,26.4446,71.1591,131,157,145,216
2,648,3,657.7883,241.3973,27.8868,84.5368,643,671,199,283
3,648,4,357.9122,442.9286,52.52,138.0271,331,384,373,511
4,648,5,344.733,193.4642,27.1213,72.4088,331,358,157,229
5,648,6,221.6925,191.7771,24.065,67.83,209,233,157,225
0,649,1,486.5795,270.9667,28.7971,85.02,472,500,228,313
1,649,2,148.1315,181.3478,26.3949,71.2247,134,161,145,216
2,649,3,657.2612,239.4303,27.8425,84.2076,643,671,197,281
3,649,4,356.4541,441.2315,52.3799,137.4287,330,382,372,509
4,649,5,340.0186,193.0578,27.056,72.2232,326,353,156,229
5,649,6,226.553,191.1648,23.9617,67.7896,214,238,157,225
0,650,1,484.5353,268.6813,29.1787,84.5158,469,499,226,310
1,650,2,151.6022,181.7901,26.345,71.29,138,164,146,217
2,650,3,656.2193,237.5092,27.8675,83.9041,642,670,195,279
3,650,4,354.9778,439.5358,52.2396,136.8296,328,381,371,507
4,650,5,335.3621,192.7135,26.9818,71.9864,321,348,156,228
5,650,6,231.4211,190.5539,23.8583,67.7487,219,243,156,224
0,651,1,482.923,266.396,29.5596,84.012,468,497,224,308
1,651,2,155.0724,182.2327,26.295,71.3553,141,168,146,217
2,651,3,654.6624,235.6337,27.9618,83.6259,640,668,193,277
3,651,4,353.4404,437.8474,52.0987,136.23,327,379,369,505
4,651,5,330.7577,192.4534,26.901,71.7119,317,344,156,228
5,651,6,236.3168,189.9488,23.755,67.7071,224,248,156,223
0,652,1,481.6282,264.1109,29.94,83.5084,466,496,222,305
1,652,2,158.5425,182.6755,26.245,71.4209,145,171,146,218
2,652,3,652.7269,233.7916,28.1071,83.3664,638,666,192,275
3,652,4,351.7486,436.1791,51.9571,135.6304,325,377,368,503
4,652,5,326.1885,192.2673,26.8165,71.4167,312,339,156,227
5,652,6,241.2831,189.3584,23.6517,67.665,229,253,155,223
0,653,1,480.505,261.8258,30.3204,83.005,465,495,220,303
1,653,2,162.0126,183.1185,26.195,71.4869,148,175,147,218
2,653,3,650.5873,231.9679,28.2798,83.117,636,664,190,273
3,653,4,349.7707,434.5492,51.815,135.0313,323,375,367,502
4,653,5,321.6371,192.1262,26.7309,71.1131,308,335,156,227
5,653,6,246.3812,188.7946,23.5484,67.6229,234,258,154,222
0,654,1,479.4632,259.5421,30.6878,82.5005,464,494,218,300
1,654,2,165.4828,183.5614,26.145,71.5531,152,178,147,219
2,654,3,648.367,230.1523,28.4633,82.872,634,662,188,271
3,654,4,347.4031,432.9719,51.6729,134.4329,321,373,365,500
4,654,5,317.0927,192.0047,26.6453,70.8069,303,330,156,227
5,654,6,251.6589,188.2668,23.4453,67.5813,239,263,154,222
0,655,1,478.4874,257.2627,31.0094,81.992,462,493,216,298
1,655,2,168.9621,184.0053,26.0965,71.6214,155,182,148,219
2,655,3,646.1234,228.3395,28.65,82.6284,631,660,187,269
3,655,4,344.6462,431.4473,51.5313,133.835,318,370,364,498
4,655,5,312.55,191.8909,26.5601,70.5009,299,325,156,227
5,655,6,257.1158,187.7748,23.3425,67.5404,245,268,154,221
0,656,1,477.6281,254.9943,31.2146,81.4737,462,493,214,295
1,656,2,172.4715,184.4522,26.053,71.6972,159,185,148,220
2,656,3,643.88,226.5272,28.8367,82.385,629,658,185,267
3,656,4,341.563,429.958,51.3899,133.2388,315,367,363,496
4,656,5,308.0075,191.7778,26.475,70.1953,294,321,156,226
5,656,6,262.7043,187.3089,23.24,67.5,251,274,153,221
0,657,1,476.9847,252.7462,31.2028,80.9373,461,492,212,293
1,657,2,176.0561,184.9079,26.0222,71.7926,163,189,149,220
2,657,3,641.6311,224.7088,29.0203,82.1413,627,656,183,265
3,657,4,338.1856,428.477,51.2473,132.6479,312,363,362,494
4,657,5,303.465,191.665,26.39,69.8901,290,316,156,226
5,657,6,268.3635,186.8573,23.1375,67.4596,256,279,153,220
0,658,1,476.6351,250.5257,30.8953,80.3765,461,492,210,290
1,658,2,179.7797,185.3805,26.0151,71.9245,166,192,149,221
2,658,3,639.3467,222.8773,29.1967,81.893,624,653,181,263
3,658,4,334.3933,426.9736,51.1005,132.0709,308,359,360,493
4,658,5,298.9225,191.5525,26.305,69.585,285,312,156,226
5,658,6,274.0507,186.4113,23.0347,67.4187,262,285,152,220
0,659,1,476.5793,248.3331,30.2924,79.7915,461,491,208,288
1,659,2,183.6922,185.8766,26.0401,72.1059,170,196,149,221
2,659,3,636.9572,221.0206,29.358,81.6302,622,651,180,261
3,659,4,329.927,425.4162,50.9454,131.5206,304,355,359,491
4,659,5,294.38,191.4399,26.2199,69.28,281,307,156,226
5,659,6,279.7458,185.9667,22.9316,67.3771,268,291,152,219
6,659,7,702.9492,353.0652,48.3223,117.6069,678,727,294,411
0,660,1,476.739,246.161,29.4728,79.1888,462,491,206,285
1,660,2,187.7936,186.3963,26.0972,72.3367,174,200,150,222
2,660,3,634.3346,219.135,29.4985,81.333,619,649,178,259
3,660,4,324.5668,423.7827,50.7788,131.0073,299,349,358,489
4,660,5,289.8373,191.3271,26.1347,68.975,276,302,156,225
5,660,6,285.4408,185.5217,22.8283,67.335,274,296,151,219
6,660,7,694.7723,350.754,48.2055,116.9242,670,718,292,409
0,661,1,477.015,243.9997,28.5366,78.5764,462,491,204,283
1,661,2,192.0339,186.9335,26.1779,72.6038,178,205,150,223
2,661,3,631.3238,217.2424,29.6248,80.9751,616,646,176,257
3,661,4,318.3125,422.073,50.6008,130.5309,293,343,356,487
4,661,5,285.2887,191.2141,26.0491,68.6727,272,298,156,225
5,661,6,291.1358,185.0764,22.725,67.2929,279,302,151,218
6,661,7,684.7933,347.9339,48.0631,116.0906,660,708,289,405
0,662,1,477.3371,241.8425,27.5542,77.96,463,491,202,280
1,662,2,196.3494,187.4801,26.271,72.8902,183,209,151,223
2,662,3,627.8282,215.3856,29.7559,80.5376,612,642,175,255
3,662,4,311.4017,420.3072,50.4148,130.0813,286,336,355,485
4,662,5,280.7195,191.102,25.9629,68.3801,267,293,156,225
5,662,6,296.8308,184.6315,22.6217,67.2513,285,308,151,218
6,662,7,673.8421,344.8392,47.9068,115.1756,649,697,287,402
0,663,1,477.6848,239.6908,26.5672,77.346,464,490,201,278
1,663,2,200.6947,188.0304,26.3687,73.1842,187,213,151,224
2,663,3,623.8801,213.5981,29.9097,80.0226,608,638,173,253
3,663,4,304.1366,418.5111,50.2245,129.6458,279,329,353,483
4,663,5,276.0991,190.9931,25.876,68.1117,263,289,156,225
5,663,6,302.5226,184.1904,22.5181,67.2093,291,313,150,217
6,663,7,662.5058,341.6358,47.745,114.2283,638,686,284,398
0,664,1,478.0748,237.5546,25.6115,76.7446,465,490,199,275
1,664,2,205.0487,188.5817,26.4671,73.48,191,218,151,225
2,664,3,619.6173,211.8793,30.09,79.452,604,634,172,251
3,664,4,296.7313,416.7033,50.0326,129.2158,271,321,352,481
4,664,5,271.3838,190.8917,25.7883,67.8886,258,284,156,224
5,664,6,308.2033,183.7607,22.4138,67.1637,296,319,150,217
6,664,7,651.0574,338.4008,47.5816,113.2717,627,674,281,395
0,665,1,478.5719,235.4579,24.7352,76.1743,466,490,197,273
1,665,2,209.4025,189.1329,26.565,73.7758,196,222,152,226
2,665,3,615.1922,210.2049,30.2883,78.8518,600,630,170,249
3,665,4,289.285,414.8923,49.8401,128.7878,264,314,350,479
4,665,5,266.5392,190.8011,25.6991,67.7274,253,279,156,224
5,665,6,313.8561,183.359,22.3075,67.1083,302,325,149,216
6,665,7,639.6087,335.1658,47.418,112.315,615,663,279,391
0,666,1,479.2677,233.4337,24.0062,75.6615,467,491,195,271
1,666,2,213.7564,189.6843,26.6629,74.072,200,227,152,226
2,666,3,610.7054,208.55,30.495,78.2401,595,625,169,247
3,666,4,281.8389,413.0817,49.6478,128.3601,257,306,348,477
4,666,5,261.5652,190.7215,25.6083,67.6285,248,274,156,224
5,666,6,319.4571,183.0091,22.1973,67.0344,308,330,149,216
6,666,7,628.1596,331.9308,47.2542,111.3583,604,651,276,387
0,667,1,480.2335,231.508,23.4779,75.227,468,491,193,269
1,667,2,218.1106,190.2359,26.7613,74.3684,204,231,153,227
2,667,3,606.1871,206.9119,30.6988,77.6315,590,621,168,245
3,667,4,274.3929,411.2713,49.4558,127.9326,249,299,347,475
4,667,5,256.496,190.6496,25.5161,67.5754,243,269,156,224
5,667,6,324.9875,182.7297,22.0814,66.9352,313,336,149,216
6,667,7,616.71,328.6958,47.09,110.4017,593,640,273,383
0,668,1,481.4694,229.6808,23.1502,74.8708,469,493,192,267
1,668,2,222.4651,190.7875,26.8604,74.665,209,235,153,228
2,668,3,601.6158,205.3058,30.8814,77.0445,586,617,166,243
3,668,4,266.9471,409.4608,49.2642,127.505,242,291,345,473
4,668,5,251.3753,190.5812,25.4232,67.547,238,264,156,224
5,668,6,330.4472,182.5214,21.9596,66.8112,319,341,149,215
6,668,7,605.2657,325.4686,46.9249,109.4466,581,628,270,380
0,669,1,482.904,227.9256,22.97,74.5718,471,494,190,265
1,669,2,226.8197,191.3391,26.96,74.9616,213,240,153,228
2,669,3,596.9101,203.78,31.0102,76.5114,581,612,165,242
3,669,4,259.5011,407.6504,49.0722,127.0774,234,284,344,471
4,669,5,246.2337,190.5136,25.33,67.5281,233,258,156,224
5,669,6,335.855,182.3653,21.833,66.669,324,346,149,215
6,669,7,593.8401,322.2677,46.7567,108.4969,570,617,268,376
0,670,1,484.4461,226.2091,22.8696,74.3036,473,495,189,263
1,670,2,231.1738,191.8907,27.0596,75.258,217,244,154,229
2,670,3,591.9554,202.4034,31.0394,76.0779,576,607,164,240
3,670,4,252.055,405.84,48.8799,126.6499,227,276,342,469
4,670,5,241.0855,190.4459,25.2367,67.5119,228,253,156,224
5,670,6,341.2349,182.2375,21.7034,66.5173,330,352,148,215
6,670,7,582.4608,319.1335,46.5803,107.5611,559,605,265,372
0,671,1,486.031,224.5076,22.8013,74.0479,474,497,187,261
1,671,2,235.5274,192.4421,27.1587,75.5542,221,249,154,230
2,671,3,586.6621,201.2296,30.9327,75.7797,571,602,163,239
3,671,4,244.6087,404.0294,48.6874,126.2222,220,268,340,467
4,671,5,235.9367,190.378,25.1434,67.4959,223,248,156,224
5,671,6,346.6039,182.121,21.5721,66.362,335,357,148,215
6,671,7,571.1668,316.1228,46.3883,106.6507,547,594,262,369
0,672,1,487.6289,222.8102,22.7429,73.7962,476,499,185,259
1,672,2,239.8805,192.9933,27.2571,75.85,226,253,155,230
2,672,3,581.0301,200.2591,30.6902,75.6169,565,596,162,238
3,672,4,237.1626,402.2187,48.495,125.7942,212,261,339,465
4,672,5,230.788,190.3103,25.0503,67.4803,218,243,156,224
5,672,6,351.97,182.0079,21.44,66.2058,341,362,148,215
6,672,7,559.9891,313.2801,46.1749,105.7752,536,583,260,366
0,673,1,489.2275,221.1125,22.685,73.545,477,500,184,257
1,673,2,244.2495,193.5456,27.355,76.1458,230,257,155,231
2,673,3,575.1491,199.4381,30.3481,75.5535,559,590,161,237
3,673,4,229.7167,400.4079,48.3026,125.3658,205,253,337,463
4,673,5,225.64,190.2429,24.9575,67.465,213,238,156,223
5,673,6,357.3361,181.8951,21.3079,66.05,346,367,148,214
6,673,7,548.9275,310.6052,45.9402,104.9345,525,571,258,363
0,674,1,490.8261,219.4148,22.6271,73.2938,479,502,182,256
1,674,2,248.6741,194.1014,27.4529,76.442,234,262,155,232
2,674,3,569.1338,198.6981,29.9523,75.5437,554,584,160,236
3,674,4,222.2713,398.5972,48.11,124.9378,198,246,336,461
4,674,5,220.4929,190.1761,24.865,67.4497,208,232,156,223
5,674,6,362.7019,181.7824,21.1763,65.8942,352,373,148,214
6,674,7,537.9513,308.0539,45.6897,104.1195,515,560,255,360
0,675,1,492.424,217.7174,22.5687,73.0421,481,503,181,254
1,675,2,253.2389,194.6661,27.5513,76.7384,239,267,156,233
2,675,3,563.0534,197.9903,29.5378,75.5527,548,577,160,235
3,675,4,214.8266,396.7866,47.9174,124.5101,190,238,334,459
4,675,5,215.3463,190.1099,24.7725,67.4341,202,227,156,223
5,675,6,368.0673,181.67,21.0454,65.7381,357,378,148,214
6,675,7,527.0212,305.5692,45.4306,103.3185,504,549,253,357
0,676,1,494.0422,216.0216,22.511,72.7886,482,505,179,252
1,676,2,258.0629,195.2472,27.6504,77.035,244,271,156,233
2,676,3,556.9167,197.2924,29.1257,75.5597,542,571,159,235
3,676,4,207.3825,394.976,47.725,124.0826,183,231,332,457
4,676,5,210.1997,190.044,24.6797,67.4181,197,222,156,223
5,676,6,373.4325,181.5579,20.9151,65.5819,362,383,148,214
6,676,7,516.1093,303.1107,45.168,102.5231,493,538,251,354
0,677,1,495.7316,214.3304,22.458,72.5305,484,506,178,250
1,677,2,263.24,195.8504,27.75,77.3316,249,277,157,234
2,677,3,550.6756,196.5964,28.7349,75.5463,536,565,158,234
3,677,4,199.9708,393.1672,47.5326,123.655,176,223,331,454
4,677,5,205.0726,189.9847,24.5866,67.4019,192,217,156,223
5,677,6,378.7975,181.446,20.785,65.4258,368,389,148,214
6,677,7,505.203,300.6596,44.9042,101.7292,482,527,249,351
0,678,1,497.6018,212.6497,22.4177,72.2613,486,508,176,248
1,678,2,268.7701,196.4756,27.8496,77.628,254,282,157,235
2,678,3,544.2398,195.9042,28.383,75.4949,530,558,158,233
3,678,4,192.6697,391.3659,47.34,123.2274,168,216,329,452
4,678,5,200.0129,189.9474,24.4933,67.3858,187,212,156,223
5,678,6,384.1592,181.3285,20.655,65.27,373,394,148,213
6,678,7,494.2969,298.2083,44.64,100.935,471,516,247,348
0,679,1,499.8077,210.9882,22.4014,71.9714,488,511,175,246
1,679,2,274.5599,197.1166,27.9487,77.9242,260,288,158,236
2,679,3,537.538,195.2164,28.0835,75.3911,523,551,157,232
3,679,4,185.6487,389.5841,47.1474,122.7999,162,209,328,450
4,679,5,195.1238,189.9666,24.4,67.37,182,207,156,223
5,679,6,389.5094,181.1913,20.525,65.1142,379,399,148,213
6,679,7,483.391,295.7573,44.3758,100.1408,461,505,245,345
0,680,1,502.471,209.3523,22.4179,71.653,491,513,173,245
1,680,2,280.4897,197.766,28.0471,78.22,266,294,158,236
2,680,3,530.57,194.5328,27.8364,75.2347,516,544,156,232
3,680,4,179.1476,387.8385,46.955,122.3722,155,202,326,449
4,680,5,190.5521,190.0914,24.3067,67.3542,178,202,156,223
5,680,6,394.8307,181.005,20.395,64.958,384,405,148,213
6,680,7,472.4851,293.3065,44.112,99.3469,450,494,243,342
0,681,1,505.5916,207.742,22.4673,71.306,494,516,172,243
1,681,2,286.4746,198.4188,28.145,78.5158,272,300,159,237
2,681,3,523.4061,193.8518,27.6278,75.0393,509,537,156,231
3,681,4,173.3549,386.1417,46.7626,121.9442,149,196,325,447
4,681,5,186.4134,190.3604,24.2134,67.3381,174,198,156,224
5,681,6,400.0982,180.7281,20.265,64.8016,389,410,148,213
6,681,7,461.5789,290.8557,43.8484,98.5531,439,483,241,340
0,682,1,509.0479,206.1506,22.5406,70.938,497,520,170,241
1,682,2,292.4751,199.073,28.2429,78.812,278,306,159,238
2,682,3,516.1363,193.1717,27.4395,74.8226,502,529,155,230
3,682,4,168.2708,384.4934,46.57,121.5158,144,191,323,445
4,682,5,182.7081,190.774,24.1203,67.3219,170,194,157,224
5,682,6,405.2924,180.3279,20.135,64.645,395,415,148,212
6,682,7,450.6724,288.4046,43.585,97.7592,428,472,239,337
0,683,1,512.685,204.5692,22.6265,70.5587,501,523,169,239
1,683,2,298.4752,199.7276,28.3413,79.1084,284,312,160,239
2,683,3,508.8244,192.4917,27.2588,74.5974,495,522,155,229
3,683,4,163.7077,382.8808,46.3774,121.0878,140,186,322,443
4,683,5,179.3217,191.294,24.0275,67.3058,167,191,157,224
5,683,6,410.4128,179.8044,20.005,64.4884,400,420,147,212
6,683,7,439.7658,285.9533,43.3216,96.965,418,461,237,334
0,684,1,516.3937,202.9917,22.7174,70.175,505,527,167,238
1,684,2,304.4751,200.3825,28.4404,79.405,290,318,160,240
2,684,3,501.5,191.8116,27.08,74.37,487,515,154,228
3,684,4,159.4541,381.2773,46.184,120.6566,136,182,320,441
4,684,5,176.1074,191.8717,23.935,67.29,164,188,158,225
5,684,6,415.479,179.1903,19.875,64.332,405,425,147,211
6,684,7,428.8854,283.5083,43.058,96.1708,407,450,235,331
0,685,1,520.1233,201.415,22.81,69.79,508,531,166,236
1,685,2,310.4581,201.0409,28.5383,79.7,296,324,161,240
2,685,3,494.1756,191.1313,26.9012,74.1426,480,507,154,228
3,685,4,155.4084,379.6462,45.9873,120.2135,132,178,319,439
4,685,5,173.021,192.4744,23.8452,67.2787,161,184,158,226
5,685,6,420.5157,178.5277,19.745,64.1758,410,430,146,210
6,685,7,418.0957,281.084,42.7942,95.3769,396,439,233,328
0,686,1,523.853,199.8383,22.9026,69.405,512,535,165,234
1,686,2,316.3831,201.7111,28.6305,79.9895,302,330,161,241
2,686,3,486.8814,190.4574,26.7231,73.9153,473,500,153,227
3,686,4,151.6375,377.9282,45.7819,119.7402,128,174,318,437
4,686,5,170.1599,193.0917,23.7645,67.2825,158,182,159,226
5,686,6,425.5308,177.8468,19.617,64.0211,415,435,145,209
6,686,7,407.5352,278.7114,42.53,94.5831,386,428,231,326
0,687,1,527.5411,198.2861,22.9975,69.0173,516,539,163,232
1,687,2,322.1617,202.4115,28.7079,80.265,307,336,162,242
2,687,3,479.6904,189.8062,26.5462,73.689,466,492,152,226
3,687,4,148.3155,376.0444,45.5611,119.211,125,171,316,435
4,687,5,167.8172,193.729,23.7069,67.325,155,179,160,227
5,687,6,430.5081,177.163,19.4955,63.8702,420,440,145,209
6,687,7,397.3998,276.4346,42.2658,93.7892,376,418,229,323
0,688,1,531.0871,196.817,23.1013,68.6201,519,542,162,231
1,688,2,327.6689,203.168,28.7577,80.5148,313,342,162,243
2,688,3,472.7592,189.2121,26.3712,73.4653,459,485,152,225
3,688,4,145.6047,373.9342,45.3196,118.6064,122,168,314,433
4,688,5,166.436,194.4035,23.6924,67.4396,154,178,160,228
5,688,6,435.3983,176.4845,19.3909,63.7289,425,445,144,208
6,688,7,387.8435,274.2884,42.002,92.995,366,408,227,320
0,689,1,534.2741,195.5574,23.2271,68.1992,522,545,161,229
1,689,2,332.807,204.0013,28.7706,80.7298,318,347,163,244
2,689,3,466.3098,188.7239,26.1994,73.2461,453,479,152,225
3,689,4,143.505,371.5972,45.0573,117.9265,120,166,312,430
4,689,5,166.3639,195.1289,23.7366,67.6524,154,178,161,228
5,689,6,440.1269,175.8152,19.3171,63.606,430,449,144,207
6,689,7,378.8663,272.2731,41.7384,92.2008,357,399,226,318
0,690,1,536.7955,194.6862,23.3935,67.7343,525,548,160,228
1,690,2,337.5762,204.9119,28.7469,80.91,323,351,164,245
2,690,3,460.5161,188.3795,26.0322,73.0323,447,473,151,224
3,690,4,141.8542,369.0934,44.7798,117.1914,119,164,310,427
4,690,5,167.6011,195.905,23.8392,67.9635,155,179,161,229
5,690,6,444.635,175.1584,19.2852,63.5085,434,454,143,206
6,690,7,370.3146,270.354,41.475,91.4069,349,391,224,316
0,691,1,538.4103,194.3438,23.6148,67.2095,526,550,160,227
1,691,2,342.0746,205.8791,28.6968,81.0645,327,356,165,246
2,691,3,455.3786,188.1791,25.8699,72.8237,442,468,151,224
3,691,4,140.4454,366.4997,44.494,116.4266,118,162,308,424
4,691,5,169.8,196.7186,23.9848,68.3469,157,181,162,230
5,691,6,448.9225,174.5142,19.2949,63.4367,439,458,142,206
6,691,7,361.9922,268.4867,41.2116,90.6131,341,382,223,313
0,692,1,539.118,194.5304,23.8905,66.6251,527,551,161,227
1,692,2,346.4269,206.8768,28.6325,81.205,332,360,166,247
2,692,3,450.723,188.0843,25.7115,72.6186,437,463,151,224
3,692,4,139.1325,363.8704,44.205,115.65,117,161,306,421
4,692,5,172.5175,197.5523,24.1539,68.7694,160,184,163,231
5,692,6,453.0479,173.8795,19.3352,63.3835,443,462,142,205
6,692,7,353.7607,266.6396,40.948,89.8192,333,374,221,311
0,693,1,539.1805,195.0951,24.2058,65.9971,527,551,162,228
1,693,2,350.7211,207.8867,28.5622,81.34,336,365,167,248
2,693,3,446.3208,188.0471,25.5545,72.4173,433,459,151,224
3,693,4,137.8296,361.2322,43.915,114.87,115,159,303,418
4,693,5,175.4401,198.3936,24.3329,69.2071,163,187,163,232
5,693,6,457.0862,173.2499,19.3919,63.3399,447,466,141,204
6,693,7,345.5554,264.7983,40.6842,89.025,325,365,220,309
0,694,1,538.9162,195.8488,24.5374,65.3586,526,551,163,228
1,694,2,355.0021,208.9025,28.4899,81.4733,340,369,168,249
2,694,3,441.9988,188.035,25.3957,72.2235,429,454,151,224
3,694,4,136.4651,358.5977,43.625,114.09,114,158,301,415
4,694,5,178.4348,199.2315,24.5139,69.6462,166,190,164,234
5,694,6,461.0904,172.6219,19.455,63.2996,451,470,140,204
6,694,7,337.35,262.9573,40.42,88.2308,317,357,218,307
0,695,1,538.5549,196.6467,24.8609,64.7552,526,550,164,229
1,695,2,359.296,209.9271,28.4174,81.6067,345,373,169,250
2,695,3,437.6489,188.037,25.2304,72.0476,425,450,152,224
3,695,4,134.9453,355.9719,43.335,113.31,113,156,299,412
4,695,5,181.4728,200.0508,24.6913,70.0756,169,193,165,235
5,695,6,465.085,171.9938,19.52,63.2599,455,474,140,203
6,695,7,329.1445,261.1165,40.1558,87.4369,309,349,217,304
0,696,1,538.1415,197.431,25.1459,64.2613,525,550,165,229
1,696,2,363.6229,210.9734,28.345,81.74,349,377,170,251
2,696,3,433.1918,188.0536,25.0523,71.9039,420,445,152,224
3,696,4,133.1375,353.361,43.045,112.53,111,154,297,409
4,696,5,184.6207,200.8234,24.8587,70.4823,172,197,165,236
5,696,6,469.0796,171.365,19.585,63.22,459,478,139,202
6,696,7,320.939,259.2757,39.892,86.6431,300,340,215,302
7,696,8,728.9099,264.2922,32.3815,93.0799,712,745,217,310
0,697,1,537.5376,198.2265,25.3549,63.9752,524,550,166,230
1,697,2,368.0106,212.0602,28.2726,81.8733,353,382,171,252
2,697,3,428.5884,188.0904,24.8567,71.8035,416,441,152,223
3,697,4,130.9374,350.7703,42.755,111.75,109,152,294,406
4,697,5,187.9727,201.5093,25.0082,70.8471,175,200,166,236
5,697,6,473.0738,170.7362,19.65,63.18,463,482,139,202
6,697,7,312.7382,257.4333,39.6297,85.8509,292,332,214,300
7,697,8,723.422,263.6843,32.4123,92.8354,707,739,217,310
0,698,1,536.5033,199.1189,25.4607,63.9722,523,549,167,231
1,698,2,372.4809,213.202,28.2001,82.0067,358,386,172,254
2,698,3,423.8386,188.1477,24.6436,71.7463,411,436,152,224
3,698,4,128.3449,348.2001,42.465,110.97,107,149,292,403
4,698,5,191.6026,202.0773,25.1335,71.1552,179,204,166,237
5,698,6,477.0675,170.1079,19.715,63.1401,467,486,138,201
